method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid
h6_shake,101,66,1,331,2.70922,0,6022,2436,0.0374689,-0.348542,-0.175804,0.0342016,0.438193,1.05,1.10321,0.711773,0.568336,0.711773,0.530239,0.755773,0.725203,155,145,0.0759515,-1,1,1
h6_shake,102,66,1,122,1.3045,1,4608,10724,-0.0989208,0.0386324,0.248198,0.0192919,0.347798,1.05,1.00806,0.614344,0.480379,0.614344,0.492007,0.576694,0.537576,155,145,0.0899535,-1,1,1
h6_shake,103,66,1,212,1.75576,1,1917,10805,-0.187124,-0.0428553,0.267317,0.0323858,0.460697,1.05,1.10118,0.725304,0.543527,0.725304,0.643775,0.580454,0.541693,155,145,0.0838335,-1,1,1
h6_shake,104,66,1,77,2.37778,1,287,9863,-0.230551,0.103572,0.212375,-0.350123,0.634063,1.05,1.10552,0.711773,0.536085,0.713126,0.774438,0.618563,0.580835,155,145,0.0800583,-1,1,1
h6_shake,105,66,1,219,1.17913,0,6988,2722,0.120799,-0.091403,-0.16805,0.0332022,0.314668,1.05,1.06647,0.533153,0.459066,0.550744,0.470569,0.524863,0.486762,155,145,0.0766914,-1,1,1
h6_shake,106,66,1,196,5.21592,0,1363,10776,-0.194302,0.0211725,0.244665,0.0273542,0.439862,1.05,1.10211,0.751015,0.559314,0.751015,0.620713,0.597931,0.560119,155,145,0.089107,1,1,1
h6_shake,107,66,1,328,4.98791,1,145,10724,-0.235323,0.0589657,0.248198,0.0192919,0.485443,1.05,1.07685,0.787551,0.60645,0.787551,0.623348,0.648694,0.609142,155,145,0.0846054,1,1,1
h6_shake,108,66,1,226,5.9056,0,8630,2722,0.171001,-0.0686951,-0.16805,0.0332022,0.354159,1.05,1.03595,0.545332,0.462788,0.550744,0.487875,0.590085,0.550977,155,145,0.0841548,-1,1,1
h6_shake,109,66,1,65,2.18895,1,8697,72,0.215587,0.0501232,-0.232185,-0.000769615,0.450755,1.05,1.06196,0.818674,0.593482,0.818674,0.651274,0.61255,0.57099,155,145,0.0802756,1,1,1
h6_shake,110,66,1,32,2.43415,0,7744,2593,0.14962,-0.00932789,-0.170698,0.0310078,0.322933,1.05,1.00145,0.608931,0.486355,0.608931,0.512894,0.592335,0.550915,155,145,0.0942509,1,1,1
