method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid
h1,111,11,1,75,2.27158,1,7934,72,0.170718,0.0690966,-0.234023,-0.00157356,0.411087,0.95,0.923723,0.634771,0.504043,0.636119,0.539705,0.600341,0.558662,94,139,0.0793239,-1,1,1
h1,112,11,1,79,1.11918,0,2753,10776,-0.149867,0.0408087,0.248111,0.0293283,0.398232,0.95,0.885931,0.59434,0.461141,0.59434,0.531499,0.562369,0.522314,94,139,0.0899896,-1,1,1
h1,113,11,1,341,3.82658,0,4824,10223,-0.0859585,0.254676,0.221531,-0.349481,0.677919,0.95,0.98159,0.773585,0.534816,0.773585,0.777462,0.479511,0.436717,94,139,0.0865306,-1,1,1
h1,114,11,1,352,3.21147,0,3098,10220,-0.158361,0.0965099,0.261646,0.0172234,0.428105,0.95,0.900733,0.698113,0.530773,0.698113,0.529749,0.60139,0.564118,94,139,0.0818265,1,1,1
h1,115,11,1,113,4.43997,0,6345,2722,0.07129,-0.0305986,-0.169892,0.0321741,0.24922,0.95,1.06064,0.455526,0.391734,0.462264,0.404388,0.517832,0.478708,94,139,0.0817362,1,1,1
h1,116,11,1,237,5.24179,0,9929,660,0.240938,0.126872,-0.221534,-0.343931,0.659972,0.95,0.913553,0.688679,0.519093,0.692722,0.694219,0.624825,0.588925,94,139,0.0857932,-1,1,1
h1,117,11,1,199,4.29752,0,6355,1819,0.0768652,-0.249022,-0.188297,0.0325251,0.386881,0.95,0.877166,0.610512,0.475404,0.610512,0.521529,0.632,0.596349,94,139,0.0769528,-1,1,1
h1,118,11,1,296,1.96623,1,4264,10776,-0.121408,0.0303135,0.248111,0.0293283,0.37105,0.95,0.911293,0.601078,0.480121,0.607817,0.484568,0.587665,0.547434,94,139,0.0912001,-1,1,1
h1,119,11,1,117,0.563565,1,609,10724,-0.206564,0.0643044,0.244729,0.0212641,0.453394,0.95,0.925144,0.716981,0.547507,0.716981,0.552983,0.628568,0.58833,94,139,0.094617,-1,1,1
h1,120,11,1,51,3.02635,0,7553,315,0.144072,0.0612535,-0.221039,0.00854301,0.368898,0.95,0.904152,0.618598,0.495058,0.625337,0.466812,0.602959,0.559956,94,139,0.0827584,-1,1,1
